student_id,exam_type,exam_date,Diagnosis: Cardiovascular,Diagnosis: Endocrine,Diagnosis: GI,Diagnosis: Neuro,Diagnosis: Renal,Foundation: Cardiovascular,Foundation: Endocrine,Foundation: GI,Foundation: Neuro,Foundation: Renal,Management: Endocrine,Management: GI,Management: Neuro,Management: Renal,Prevention: Cardiovascular,Prevention: Endocrine,Prevention: GI,Prevention: Neuro,Prevention: Renal,Management: Cardiovascular
S0068,Surgery,2024-01-10,50,33.3,100,50,83.3,100,75,75,50,100,NA,0,50,66.7,80,100,33.3,75,100,66.7
S0069,CAS Proctored,2023-11-15,66.7,75,100,0,0,0,100,100,100,66.7,25,57.1,66.7,100,60,75,33.3,66.7,0,50
S0069,CAS Proctored,2024-03-15,75,50,0,57.1,0,40,100,66.7,40,50,50,100,66.7,100,100,83.3,100,NA,66.7,100
S0069,CBSE,2022-10-15,66.7,66.7,0,NA,37.5,80,40,0,100,100,66.7,100,66.7,40,0,75,66.7,50,50,0
S0069,CBSE,2023-02-10,0,50,33.3,50,60,50,100,0,100,100,100,50,80,75,100,0,66.7,100,33.3,75
S0069,CBSSA,2023-04-20,0,33.3,33.3,66.7,50,100,100,NA,80,42.9,100,20,100,50,50,100,60,100,50,50
S0069,CBSSA,2023-05-25,100,60,NA,100,40,100,100,100,50,100,71.4,66.7,100,33.3,100,50,50,NA,80,100
S0069,CCSE,2024-01-20,66.7,75,66.7,50,75,0,80,NA,50,NA,50,50,100,100,50,87.5,75,50,60,33.3
S0069,CCSE,2024-05-01,66.7,100,80,100,50,33.3,NA,50,100,0,83.3,75,100,0,100,100,40,50,40,50
S0069,CCSSA,2024-06-01,100,NA,0,100,0,50,50,100,60,60,100,80,75,100,100,100,50,40,60,0
S0069,CCSSA,2024-06-25,50,66.7,50,100,0,66.7,100,50,0,66.7,50,0,66.7,50,66.7,80,100,100,50,50
S0069,Family Medicine,2023-08-15,40,75,66.7,66.7,100,66.7,100,100,100,83.3,NA,75,100,50,100,100,50,0,100,80
S0069,Internal Medicine,2023-10-10,100,50,50,NA,100,66.7,NA,50,0,100,50,80,66.7,100,40,0,0,75,66.7,66.7
S0069,ObGyn,2024-03-20,50,66.7,83.3,33.3,100,71.4,42.9,60,0,NA,0,100,50,NA,80,60,50,100,100,100
S0069,Surgery,2024-01-10,33.3,100,0,0,0,66.7,66.7,100,100,66.7,42.9,0,50,0,60,85.7,80,100,100,25
S0070,CAS Proctored,2023-11-15,80,66.7,40,75,50,50,100,100,50,60,100,75,0,66.7,75,100,33.3,100,100,100
S0070,CAS Proctored,2024-03-15,66.7,0,66.7,100,33.3,0,75,50,100,100,100,66.7,100,0,60,50,50,100,66.7,100
S0070,CBSE,2022-10-15,50,50,50,0,80,33.3,83.3,100,33.3,60,25,100,100,NA,50,50,50,50,66.7,100
S0070,CBSE,2023-02-10,75,50,0,100,100,66.7,100,80,20,66.7,50,66.7,100,50,0,100,NA,50,33.3,100
S0070,CBSSA,2023-04-20,100,100,50,25,50,75,100,60,66.7,0,75,50,100,50,33.3,66.7,80,100,71.4,0
S0070,CBSSA,2023-05-25,66.7,60,75,0,0,50,60,33.3,33.3,75,33.3,100,0,100,0,75,0,50,0,50
S0070,CCSE,2024-01-20,100,83.3,60,50,100,100,50,0,66.7,75,66.7,33.3,100,100,100,100,80,75,100,100
S0070,CCSE,2024-05-01,50,50,33.3,50,66.7,100,100,NA,100,83.3,100,0,100,100,50,50,71.4,100,33.3,57.1
S0070,CCSSA,2024-06-01,25,33.3,80,100,83.3,66.7,50,100,66.7,100,50,66.7,50,100,60,66.7,100,33.3,100,100
S0070,CCSSA,2024-06-25,100,33.3,62.5,100,60,NA,66.7,0,50,50,50,100,100,25,100,100,50,83.3,50,66.7
S0070,Family Medicine,2023-08-15,0,60,NA,83.3,100,0,80,50,100,0,50,66.7,80,71.4,33.3,50,25,50,50,100
S0070,Internal Medicine,2023-10-10,75,50,50,66.7,75,66.7,66.7,75,NA,80,100,100,100,100,100,60,50,50,75,80
S0070,ObGyn,2024-03-20,60,66.7,50,100,100,50,NA,66.7,66.7,80,75,66.7,100,50,80,0,66.7,0,75,33.3
S0070,Surgery,2024-01-10,40,100,50,50,100,66.7,100,83.3,100,50,75,75,NA,0,75,60,60,100,100,0
S0071,CAS Proctored,2023-11-15,NA,0,66.7,75,50,66.7,100,40,83.3,100,100,66.7,33.3,62.5,80,66.7,33.3,NA,60,NA
S0071,CAS Proctored,2024-03-15,NA,100,66.7,25,50,60,40,100,0,33.3,37.5,75,100,50,100,100,100,100,100,100
S0071,CBSE,2022-10-15,100,25,100,NA,100,60,0,100,100,66.7,33.3,100,33.3,50,100,100,66.7,50,60,50
S0071,CBSE,2023-02-10,100,33.3,0,66.7,100,33.3,66.7,50,20,80,42.9,0,60,100,100,50,100,100,100,50
S0071,CBSSA,2023-04-20,NA,75,100,25,80,66.7,100,75,40,50,66.7,33.3,60,0,33.3,66.7,NA,50,100,100
S0071,CBSSA,2023-05-25,100,100,75,100,100,100,25,83.3,33.3,33.3,33.3,100,33.3,33.3,100,100,75,66.7,NA,100
S0071,CCSE,2024-01-20,100,80,25,100,40,66.7,100,66.7,100,100,66.7,66.7,100,50,50,50,66.7,50,0,100
S0071,CCSE,2024-05-01,100,33.3,66.7,100,100,100,0,75,50,100,50,57.1,50,100,100,100,0,66.7,100,100
S0071,CCSSA,2024-06-01,100,33.3,100,66.7,50,50,25,60,50,33.3,50,0,66.7,60,100,50,75,100,66.7,NA
S0071,CCSSA,2024-06-25,100,75,50,66.7,100,33.3,0,100,66.7,100,75,100,66.7,50,75,100,100,33.3,83.3,100
S0071,Family Medicine,2023-08-15,66.7,62.5,75,60,33.3,NA,0,66.7,100,100,33.3,NA,100,50,100,66.7,66.7,50,100,66.7
S0071,Internal Medicine,2023-10-10,100,100,100,80,100,0,75,100,80,66.7,100,100,NA,100,80,66.7,100,0,0,20
S0071,ObGyn,2024-03-20,100,66.7,100,100,100,100,50,75,100,75,40,80,0,75,100,100,50,100,50,33.3
S0071,Surgery,2024-01-10,66.7,100,100,NA,100,66.7,100,0,50,0,60,66.7,0,66.7,100,66.7,50,80,100,100
S0072,CAS Proctored,2023-11-15,100,83.3,0,50,100,50,66.7,100,50,50,0,75,100,NA,85.7,50,100,50,50,100
S0072,CAS Proctored,2024-03-15,0,0,100,100,66.7,85.7,66.7,75,80,100,66.7,100,66.7,75,25,40,66.7,100,100,0
S0072,CBSE,2022-10-15,100,0,83.3,66.7,50,66.7,100,0,33.3,66.7,0,100,100,50,100,83.3,100,NA,100,100
S0072,CBSE,2023-02-10,25,NA,0,75,50,50,50,60,0,100,100,0,80,40,33.3,75,66.7,60,60,100
S0072,CBSSA,2023-04-20,100,100,50,66.7,100,50,100,100,75,100,57.1,100,100,33.3,100,75,66.7,100,100,33.3
S0072,CBSSA,2023-05-25,0,100,50,75,100,20,50,80,100,100,100,0,100,100,NA,87.5,33.3,100,66.7,100
S0072,CCSE,2024-01-20,50,100,50,83.3,0,66.7,100,0,100,75,NA,NA,100,66.7,100,50,66.7,66.7,50,50
S0072,CCSE,2024-05-01,100,60,50,75,50,50,66.7,100,33.3,100,60,66.7,50,NA,50,0,50,40,33.3,33.3
S0072,CCSSA,2024-06-01,25,0,75,80,50,66.7,100,33.3,100,60,100,66.7,100,75,100,60,100,33.3,100,100
S0072,CCSSA,2024-06-25,0,100,NA,100,100,0,100,33.3,66.7,0,16.7,20,25,66.7,66.7,66.7,75,50,75,100
S0072,Family Medicine,2023-08-15,NA,50,100,66.7,100,50,50,50,100,100,0,100,0,100,100,33.3,80,25,66.7,60
S0072,Internal Medicine,2023-10-10,100,100,80,100,50,60,100,33.3,100,33.3,66.7,0,0,50,100,100,0,0,100,100
S0072,ObGyn,2024-03-20,100,40,0,75,50,50,0,100,75,33.3,60,80,100,100,33.3,66.7,75,100,NA,100
S0072,Surgery,2024-01-10,33.3,40,66.7,100,50,66.7,100,50,50,66.7,66.7,0,75,50,0,25,57.1,100,40,40
S0073,CAS Proctored,2023-11-15,60,66.7,87.5,100,0,50,60,100,60,NA,100,100,66.7,50,100,100,66.7,100,66.7,NA
S0073,CAS Proctored,2024-03-15,60,100,75,100,66.7,80,50,100,40,66.7,66.7,50,100,50,NA,75,66.7,75,100,33.3
S0073,CBSE,2022-10-15,33.3,50,33.3,75,100,100,100,57.1,100,0,0,100,66.7,0,0,66.7,50,50,0,50
S0073,CBSE,2023-02-10,100,75,60,100,100,100,57.1,25,100,100,66.7,50,100,33.3,100,0,66.7,100,66.7,50
S0073,CBSSA,2023-04-20,100,100,66.7,25,50,100,71.4,50,NA,50,80,66.7,50,NA,50,100,66.7,83.3,75,100
S0073,CBSSA,2023-05-25,100,75,NA,100,100,50,50,60,80,50,100,100,83.3,66.7,75,75,33.3,NA,100,100
S0073,CCSE,2024-01-20,0,0,66.7,66.7,25,60,0,60,100,50,75,100,25,100,66.7,83.3,0,100,NA,50
S0073,CCSE,2024-05-01,66.7,100,50,100,80,NA,60,66.7,66.7,60,100,100,50,50,50,50,0,100,0,100
S0073,CCSSA,2024-06-01,50,NA,66.7,50,50,100,80,50,50,0,66.7,60,NA,66.7,50,50,66.7,66.7,50,33.3
S0073,CCSSA,2024-06-25,100,100,100,100,50,75,100,80,100,60,50,100,100,100,100,25,75,0,100,66.7
S0073,Family Medicine,2023-08-15,60,100,33.3,50,100,100,NA,100,0,0,60,100,80,50,50,0,75,66.7,100,0
S0073,Internal Medicine,2023-10-10,83.3,66.7,33.3,60,100,100,66.7,66.7,100,66.7,42.9,25,0,0,80,33.3,100,0,66.7,100
S0073,ObGyn,2024-03-20,0,100,100,0,42.9,50,0,50,0,100,100,0,80,0,100,75,100,75,25,0
S0073,Surgery,2024-01-10,100,33.3,100,75,50,100,100,66.7,33.3,75,100,0,66.7,71.4,100,NA,50,100,66.7,66.7
S0074,CAS Proctored,2023-11-15,66.7,33.3,83.3,50,50,100,83.3,50,66.7,50,66.7,75,66.7,0,100,0,50,75,100,50
S0074,CAS Proctored,2024-03-15,100,60,60,50,50,66.7,75,100,71.4,66.7,50,100,100,100,0,66.7,NA,0,66.7,50
S0074,CBSE,2022-10-15,33.3,100,80,50,66.7,20,100,66.7,50,66.7,33.3,66.7,71.4,100,100,100,0,100,60,50
S0074,CBSE,2023-02-10,0,100,100,100,0,80,100,100,33.3,50,100,75,66.7,0,50,100,0,50,50,50
S0074,CBSSA,2023-04-20,100,50,NA,75,57.1,NA,0,33.3,100,75,33.3,100,100,100,40,40,100,25,50,100
S0074,CBSSA,2023-05-25,83.3,0,50,0,100,66.7,100,57.1,100,NA,50,100,50,100,50,0,66.7,60,40,50
S0074,CCSE,2024-01-20,75,50,75,0,66.7,75,40,0,NA,100,50,100,100,0,80,50,40,100,NA,75
S0074,CCSE,2024-05-01,75,100,66.7,80,66.7,66.7,75,100,25,66.7,0,80,33.3,50,50,50,NA,66.7,100,75
S0074,CCSSA,2024-06-01,100,0,66.7,25,50,50,50,100,100,100,0,40,75,50,0,66.7,100,50,66.7,50
S0074,CCSSA,2024-06-25,80,0,NA,50,75,66.7,0,100,100,80,83.3,50,50,66.7,75,50,50,71.4,NA,0
S0074,Family Medicine,2023-08-15,100,83.3,40,25,66.7,100,66.7,0,NA,50,50,50,66.7,50,66.7,0,75,0,50,100
S0074,Internal Medicine,2023-10-10,50,100,0,100,25,66.7,0,100,80,66.7,100,50,33.3,50,0,50,100,NA,83.3,25
S0074,ObGyn,2024-03-20,50,100,100,0,100,75,16.7,66.7,100,50,50,0,33.3,75,50,0,100,75,33.3,66.7
S0074,Surgery,2024-01-10,0,50,100,75,0,100,33.3,75,66.7,50,33.3,100,66.7,75,100,71.4,100,50,100,100
S0075,CAS Proctored,2023-11-15,100,40,100,50,100,80,100,50,NA,100,0,100,50,75,83.3,66.7,25,NA,100,75
S0075,CAS Proctored,2024-03-15,60,25,33.3,100,50,62.5,60,NA,100,NA,0,100,75,71.4,100,100,33.3,100,100,NA
S0075,CBSE,2022-10-15,50,50,66.7,66.7,100,100,33.3,33.3,100,75,20,NA,66.7,100,80,50,33.3,50,0,66.7
S0075,CBSE,2023-02-10,100,75,100,80,100,NA,16.7,100,100,50,66.7,50,100,50,66.7,50,66.7,100,80,100
S0075,CBSSA,2023-04-20,NA,75,66.7,100,71.4,50,66.7,50,75,80,0,50,0,80,NA,85.7,0,50,NA,100
S0075,CBSSA,2023-05-25,NA,100,50,33.3,50,83.3,66.7,75,66.7,100,100,0,50,50,50,100,75,0,0,50
S0075,CCSE,2024-01-20,100,0,50,50,75,0,100,80,66.7,100,50,60,75,33.3,66.7,0,50,50,75,100
S0075,CCSE,2024-05-01,100,85.7,33.3,100,100,40,66.7,33.3,100,33.3,0,50,50,100,0,100,0,80,100,100
S0075,CCSSA,2024-06-01,50,50,75,100,100,33.3,100,100,75,50,66.7,NA,100,100,40,50,100,100,0,80
S0075,CCSSA,2024-06-25,50,66.7,66.7,75,NA,55.6,33.3,40,33.3,100,40,50,50,0,33.3,60,50,66.7,100,0
S0075,Family Medicine,2023-08-15,40,50,66.7,50,50,66.7,100,0,100,100,60,25,100,40,100,75,50,20,50,0
S0075,Internal Medicine,2023-10-10,80,75,40,100,100,50,NA,100,50,33.3,100,20,75,0,33.3,NA,0,100,100,100
S0075,ObGyn,2024-03-20,NA,50,NA,NA,75,50,50,60,100,75,66.7,50,66.7,0,85.7,66.7,75,33.3,100,100
S0075,Surgery,2024-01-10,50,100,80,100,100,66.7,57.1,50,33.3,100,NA,33.3,75,71.4,60,66.7,0,NA,NA,0
S0076,CAS Proctored,2023-11-15,50,66.7,33.3,100,100,33.3,66.7,50,100,25,100,100,NA,100,75,0,66.7,60,100,100
S0076,CAS Proctored,2024-03-15,66.7,66.7,80,100,50,40,66.7,100,87.5,33.3,100,0,50,50,100,50,50,75,0,100
S0076,CBSE,2022-10-15,75,85.7,75,33.3,100,100,75,50,100,50,50,50,0,100,0,66.7,62.5,66.7,50,NA
S0076,CBSE,2023-02-10,0,50,100,50,0,NA,75,100,50,25,0,100,20,100,75,50,66.7,100,0,100
S0076,CBSSA,2023-04-20,100,100,57.1,33.3,100,50,100,50,50,50,66.7,100,100,60,100,71.4,66.7,100,NA,33.3
S0076,CBSSA,2023-05-25,33.3,75,50,100,0,66.7,75,100,0,100,100,75,66.7,100,80,50,100,50,80,100
S0076,CCSE,2024-01-20,25,50,60,60,75,100,33.3,100,66.7,66.7,33.3,66.7,33.3,100,100,100,100,NA,33.3,83.3
S0076,CCSE,2024-05-01,33.3,50,100,66.7,100,100,100,33.3,0,50,50,83.3,50,100,80,60,50,50,85.7,NA
S0076,CCSSA,2024-06-01,25,100,0,66.7,25,100,50,75,75,33.3,0,83.3,57.1,50,33.3,100,100,100,0,33.3
S0076,CCSSA,2024-06-25,100,50,0,80,66.7,66.7,100,50,NA,66.7,NA,100,100,0,100,66.7,60,80,60,100
S0076,Family Medicine,2023-08-15,25,100,100,NA,85.7,100,0,100,66.7,50,75,80,50,100,100,50,66.7,100,100,75
S0076,Internal Medicine,2023-10-10,100,NA,66.7,50,100,NA,80,50,100,50,0,0,60,100,100,100,20,100,100,33.3
S0076,ObGyn,2024-03-20,100,33.3,60,50,100,100,100,87.5,0,33.3,100,100,75,25,33.3,50,100,NA,75,75
S0076,Surgery,2024-01-10,50,40,100,100,50,33.3,0,33.3,50,66.7,75,100,71.4,50,80,50,0,NA,100,100
S0077,CAS Proctored,2023-11-15,100,100,0,57.1,100,50,100,100,40,100,0,100,100,80,33.3,75,100,0,100,NA
S0077,CAS Proctored,2024-03-15,100,100,0,100,40,75,50,NA,83.3,50,66.7,100,66.7,33.3,33.3,50,50,100,NA,33.3
S0077,CBSE,2022-10-15,16.7,50,0,0,100,60,83.3,50,50,66.7,75,80,100,66.7,66.7,75,0,50,100,NA
S0077,CBSE,2023-02-10,100,0,80,50,66.7,100,50,100,50,100,25,0,NA,100,0,16.7,66.7,50,0,25
S0077,CBSSA,2023-04-20,66.7,100,25,100,75,80,100,100,50,100,75,50,100,100,100,66.7,80,0,40,66.7
S0077,CBSSA,2023-05-25,75,66.7,NA,40,66.7,83.3,60,100,75,NA,100,80,66.7,100,100,100,100,100,60,80
S0077,CCSE,2024-01-20,0,100,50,100,100,50,75,75,100,50,NA,100,100,28.6,100,100,80,100,50,50
S0077,CCSE,2024-05-01,66.7,100,100,100,66.7,NA,90,0,0,100,71.4,100,100,100,50,50,50,100,40,70
S0077,CCSSA,2024-06-01,NA,66.7,100,75,0,66.7,100,100,83.3,0,100,40,100,100,100,50,100,33.3,100,75
S0077,CCSSA,2024-06-25,60,0,100,0,50,0,33.3,100,33.3,25,50,60,33.3,0,75,71.4,100,NA,25,50
S0077,Family Medicine,2023-08-15,40,60,66.7,83.3,100,25,75,66.7,66.7,100,50,0,0,NA,66.7,0,0,100,0,50
S0077,Internal Medicine,2023-10-10,100,66.7,100,100,100,100,25,33.3,0,42.9,71.4,100,100,100,33.3,33.3,100,NA,25,75
S0077,ObGyn,2024-03-20,NA,66.7,100,75,100,0,100,50,83.3,66.7,100,60,71.4,50,75,NA,0,100,0,85.7
S0077,Surgery,2024-01-10,50,80,50,66.7,100,0,0,100,80,50,50,33.3,50,100,66.7,33.3,50,50,66.7,60
S0078,CAS Proctored,2023-11-15,66.7,33.3,33.3,60,50,100,100,100,0,0,100,80,66.7,50,0,50,33.3,57.1,66.7,75
S0078,CAS Proctored,2024-03-15,33.3,0,100,100,60,0,0,100,60,0,33.3,100,80,100,80,0,100,66.7,100,100
S0078,CBSE,2022-10-15,50,40,0,66.7,60,33.3,100,100,0,75,66.7,NA,100,66.7,66.7,33.3,100,100,66.7,66.7
S0078,CBSE,2023-02-10,50,100,50,100,75,60,75,100,50,100,80,100,0,0,50,60,0,100,100,50
S0078,CBSSA,2023-04-20,NA,71.4,60,80,33.3,100,0,100,83.3,NA,NA,100,50,100,66.7,100,66.7,50,33.3,66.7
S0078,CBSSA,2023-05-25,50,50,0,40,100,57.1,66.7,100,80,0,NA,0,50,100,NA,0,100,100,83.3,50
S0078,CCSE,2024-01-20,0,100,66.7,33.3,33.3,33.3,50,100,100,50,NA,100,40,100,100,75,25,80,100,NA
S0078,CCSE,2024-05-01,0,0,0,100,71.4,0,100,100,100,100,66.7,100,100,33.3,50,0,50,25,75,75
S0078,CCSSA,2024-06-01,50,100,60,100,0,66.7,0,75,100,100,0,50,66.7,50,75,100,0,100,100,100
S0078,CCSSA,2024-06-25,100,66.7,0,75,100,66.7,50,100,80,0,100,75,83.3,NA,100,33.3,50,66.7,NA,25
S0078,Family Medicine,2023-08-15,100,100,66.7,66.7,100,0,50,50,0,80,50,66.7,44.4,33.3,NA,100,33.3,75,50,NA
S0078,Internal Medicine,2023-10-10,33.3,66.7,50,66.7,75,40,50,100,NA,100,50,33.3,50,83.3,100,100,100,100,100,100
S0078,ObGyn,2024-03-20,75,100,100,60,100,100,0,100,50,0,50,100,100,25,80,66.7,50,66.7,100,100
S0078,Surgery,2024-01-10,33.3,50,50,50,100,80,0,0,62.5,100,100,66.7,0,100,50,0,33.3,0,100,0
S0079,CAS Proctored,2023-11-15,33.3,50,75,50,NA,100,33.3,80,75,33.3,66.7,50,66.7,50,66.7,0,100,50,100,100
S0079,CAS Proctored,2024-03-15,NA,100,0,75,60,100,66.7,40,100,100,100,40,50,100,75,66.7,50,0,33.3,100
S0079,CBSE,2022-10-15,100,100,50,66.7,85.7,50,80,66.7,75,100,40,40,50,50,66.7,0,50,100,100,NA
S0079,CBSE,2023-02-10,100,66.7,NA,33.3,0,100,100,80,66.7,50,75,0,75,40,75,66.7,66.7,100,60,NA
S0079,CBSSA,2023-04-20,75,66.7,50,100,100,50,66.7,NA,100,NA,0,0,100,50,80,100,66.7,33.3,71.4,0
S0079,CBSSA,2023-05-25,25,100,57.1,50,33.3,100,0,0,100,50,0,100,50,66.7,NA,0,83.3,50,100,100
S0079,CCSE,2024-01-20,100,50,100,55.6,66.7,0,NA,66.7,50,66.7,50,80,57.1,75,50,0,33.3,0,0,100
S0079,CCSE,2024-05-01,33.3,100,100,100,50,66.7,50,0,50,37.5,66.7,75,66.7,66.7,100,100,0,66.7,80,50
S0079,CCSSA,2024-06-01,50,50,0,100,50,50,100,75,33.3,100,80,100,66.7,80,100,25,100,25,100,33.3
S0079,CCSSA,2024-06-25,50,100,83.3,40,0,40,75,100,40,100,100,100,0,40,NA,40,66.7,50,100,100
S0079,Family Medicine,2023-08-15,60,66.7,50,25,100,0,50,75,50,50,66.7,40,33.3,0,50,0,100,50,50,80
S0079,Internal Medicine,2023-10-10,75,100,100,100,66.7,50,66.7,0,80,50,50,100,25,100,50,100,75,100,75,0
S0079,ObGyn,2024-03-20,66.7,66.7,100,100,66.7,100,100,100,66.7,75,66.7,33.3,80,0,100,50,50,100,100,NA
S0079,Surgery,2024-01-10,100,33.3,100,NA,75,100,50,50,0,50,66.7,66.7,100,NA,20,20,60,50,100,100
S0080,CAS Proctored,2023-11-15,100,66.7,40,0,50,33.3,0,100,100,66.7,0,0,25,40,66.7,66.7,50,80,100,0
S0080,CAS Proctored,2024-03-15,0,50,0,0,0,40,100,66.7,100,75,100,20,33.3,66.7,0,100,75,50,60,100
S0080,CBSE,2022-10-15,60,60,60,100,50,50,66.7,75,NA,50,20,100,50,33.3,25,100,66.7,100,66.7,25
S0080,CBSE,2023-02-10,50,50,100,50,50,NA,100,NA,50,50,0,NA,66.7,100,85.7,66.7,75,60,57.1,66.7
S0080,CBSSA,2023-04-20,NA,NA,66.7,33.3,100,100,50,100,75,75,50,80,0,66.7,100,100,100,50,100,62.5
S0080,CBSSA,2023-05-25,50,50,75,0,25,33.3,0,25,100,NA,66.7,66.7,66.7,50,100,100,0,100,100,25
S0080,CCSE,2024-01-20,60,80,50,50,100,100,50,0,50,33.3,0,40,33.3,100,66.7,50,40,100,66.7,100
S0080,CCSE,2024-05-01,50,0,50,100,33.3,100,20,33.3,0,50,100,100,100,66.7,66.7,60,100,66.7,NA,60
S0080,CCSSA,2024-06-01,0,50,NA,25,0,40,75,100,83.3,66.7,80,100,100,50,80,50,100,50,100,66.7
S0080,CCSSA,2024-06-25,66.7,0,50,100,100,100,66.7,100,25,60,100,100,25,100,100,100,50,50,NA,50
S0080,Family Medicine,2023-08-15,60,50,85.7,100,100,100,NA,66.7,50,50,20,60,75,50,66.7,NA,33.3,100,0,50
S0080,Internal Medicine,2023-10-10,0,50,50,50,66.7,100,100,75,100,66.7,100,100,100,75,75,100,50,57.1,50,NA
S0080,ObGyn,2024-03-20,50,100,75,50,33.3,100,0,25,66.7,40,0,100,50,0,50,100,50,0,50,100
S0080,Surgery,2024-01-10,75,0,50,0,75,75,66.7,100,66.7,33.3,100,50,75,50,100,100,100,100,66.7,100
S0081,CAS Proctored,2023-11-15,25,0,0,100,50,33.3,100,0,50,66.7,33.3,75,66.7,NA,100,50,100,50,33.3,0
S0081,CAS Proctored,2024-03-15,0,66.7,50,80,100,0,33.3,66.7,66.7,25,60,50,0,80,0,66.7,0,0,60,0
S0081,CBSE,2022-10-15,75,62.5,100,100,100,0,71.4,100,100,75,75,NA,33.3,0,75,100,50,0,50,28.6
S0081,CBSE,2023-02-10,66.7,100,50,66.7,75,80,50,100,60,100,0,60,100,75,100,0,100,50,25,50
S0081,CBSSA,2023-04-20,50,100,60,50,33.3,0,66.7,50,50,100,0,80,100,100,66.7,75,25,100,100,100
S0081,CBSSA,2023-05-25,NA,50,75,66.7,50,100,33.3,62.5,50,80,75,66.7,0,33.3,40,0,NA,50,66.7,100
S0081,CCSE,2024-01-20,75,50,100,80,66.7,33.3,100,100,50,85.7,25,100,NA,0,100,0,80,66.7,33.3,100
S0081,CCSE,2024-05-01,100,60,0,0,NA,100,100,50,40,100,33.3,33.3,100,75,66.7,66.7,66.7,87.5,75,0
S0081,CCSSA,2024-06-01,33.3,80,50,0,100,0,0,100,50,66.7,66.7,50,66.7,50,60,33.3,66.7,66.7,0,66.7
S0081,CCSSA,2024-06-25,25,33.3,75,100,0,66.7,100,100,25,100,50,0,100,100,100,33.3,75,50,100,50
S0081,Family Medicine,2023-08-15,60,NA,100,66.7,50,33.3,75,33.3,33.3,100,33.3,66.7,33.3,75,100,66.7,20,100,66.7,100
S0081,Internal Medicine,2023-10-10,75,50,100,100,50,75,50,100,80,100,100,100,66.7,50,100,0,33.3,50,50,75
S0081,ObGyn,2024-03-20,50,33.3,60,0,100,66.7,66.7,50,33.3,40,50,40,50,66.7,33.3,50,100,50,75,100
S0081,Surgery,2024-01-10,0,83.3,50,0,50,100,100,16.7,25,75,60,50,100,100,NA,40,100,75,0,33.3
S0082,CAS Proctored,2023-11-15,66.7,100,0,50,58.3,50,50,100,66.7,100,33.3,80,0,66.7,100,NA,0,0,100,66.7
S0082,CAS Proctored,2024-03-15,66.7,100,0,50,66.7,75,33.3,66.7,66.7,33.3,100,50,66.7,100,90,100,25,0,100,NA
S0082,CBSE,2022-10-15,66.7,0,66.7,75,85.7,66.7,0,75,100,50,100,50,100,80,66.7,40,NA,NA,50,50
S0082,CBSE,2023-02-10,83.3,100,66.7,100,0,100,NA,0,57.1,33.3,66.7,57.1,50,50,66.7,50,50,66.7,66.7,50
S0082,CBSSA,2023-04-20,75,100,33.3,33.3,50,50,100,37.5,100,0,66.7,NA,50,66.7,66.7,100,100,60,80,100
S0082,CBSSA,2023-05-25,50,100,NA,75,75,66.7,75,50,80,50,66.7,60,75,0,0,75,0,50,100,50
S0082,CCSE,2024-01-20,66.7,100,100,0,100,100,87.5,0,66.7,33.3,75,100,100,25,50,33.3,100,100,60,50
S0082,CCSE,2024-05-01,50,25,75,80,100,66.7,50,0,33.3,100,100,0,50,60,83.3,75,100,100,100,100
S0082,CCSSA,2024-06-01,100,0,50,100,66.7,25,100,87.5,100,100,80,50,0,0,66.7,100,80,33.3,100,0
S0082,CCSSA,2024-06-25,100,100,50,100,33.3,100,0,25,50,40,100,100,66.7,100,60,100,66.7,0,50,80
S0082,Family Medicine,2023-08-15,66.7,50,100,66.7,100,100,100,50,75,100,80,100,50,75,100,66.7,100,66.7,75,80
S0082,Internal Medicine,2023-10-10,66.7,100,100,75,66.7,100,100,0,100,80,0,71.4,NA,66.7,100,66.7,50,50,50,40
S0082,ObGyn,2024-03-20,100,66.7,100,100,0,60,75,33.3,50,0,66.7,100,20,25,100,33.3,100,75,100,25
S0082,Surgery,2024-01-10,100,85.7,100,80,100,66.7,60,50,100,75,50,25,100,66.7,33.3,100,100,100,66.7,100
S0083,CAS Proctored,2023-11-15,100,50,100,50,100,66.7,100,66.7,100,100,66.7,50,100,100,100,100,0,100,50,66.7
S0083,CAS Proctored,2024-03-15,60,75,100,50,100,75,0,100,100,66.7,100,100,66.7,100,50,50,33.3,40,50,75
S0083,CBSE,2022-10-15,71.4,100,100,100,50,50,66.7,66.7,100,66.7,66.7,66.7,50,75,50,75,60,100,75,66.7
S0083,CBSE,2023-02-10,100,50,100,83.3,66.7,100,80,NA,50,25,100,100,100,33.3,0,40,50,33.3,83.3,60
S0083,CBSSA,2023-04-20,80,50,100,0,42.9,66.7,50,75,NA,50,50,100,100,100,50,100,50,66.7,33.3,75
S0083,CBSSA,2023-05-25,0,33.3,50,NA,100,50,100,33.3,100,50,100,50,100,100,50,50,100,25,75,100
S0083,CCSE,2024-01-20,100,100,66.7,100,NA,75,100,71.4,75,100,100,100,0,NA,42.9,100,0,50,0,25
S0083,CCSE,2024-05-01,0,50,0,66.7,0,75,50,75,100,66.7,60,50,66.7,50,60,100,66.7,NA,33.3,50
S0083,CCSSA,2024-06-01,66.7,50,100,0,50,100,100,0,50,100,25,75,100,100,60,83.3,50,100,50,60
